province,type_property,property_url,property_id,subtype_property,type_of_contract,postal_code,city,price,vat_included,state_of_property,heating_type,sun_exposure,livable_surface,construction_year,epc_score,latitude,longitude,furnished,facades,floors,bedrooms,bathrooms,showers,toilets,terrace,veranda,elevator,access_for_disabled,garden,garage,swimming_pool,cellar,attic,flooding_area_type,distance_from_train_stations_by_foot,distance_from_train_stations_by_car,distance_from_motorway_by_car,distance_from_bus_by_foot,distance_from_tram_by_foot,distance_from_metro_by_foot,distance_from_nursery_by_foot,distance_from_nursery_by_car,distance_from_preschool_by_foot,distance_from_preschool_by_car,distance_from_elementary_school_by_foot,distance_from_elementary_school_by_car,distance_from_high_school_by_foot,distance_from_high_school_by_car,distance_from_supermarket_by_foot,distance_from_supermarket_by_car,distance_from_supermarket_by_transports,description
west-flanders,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbw19721,rbw19721,apartment,sale,8670,koksijde,385000.0,1,Excellent,,,88,,C,51.1053908,2.6500795,0,,,2,1,,1,,,1,0,,0,,,,(information not available),4400.0,4300.0,7100.0,78.0,2100.0,,509.0,509.0,437.0,437.0,437.0,437.0,254.0,254.0,105.0,105.0,105.0,"Appartement op hele goede ligging met drie terrassen en garagebox. Inkom met zeer ruime hall, toegang naar de twee slaapkamers (aansluitend terras), badkamer met bad, douche en dubbele wastafel, apart toilet, toegang naar de eetkamer met leefruimte en open keuken (met berging). Twee terrassen aan de leefruimte maken dit aanbod uniek. Natuurstenen vloer, kwalitatief schrijnwerk. De bijhorende garage (inclusief in de vraagprijs) is zeer ruim. Rond het gebouw is er een ruimte tuin waarvan de sfeer te genieten is in het appartement op de eerste verdieping. Expropriation Plan: No / Heritage List: No / Pending legal proceedings: No / Site of untapped activity: No / Urban planning certificate: Yes
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/mixed-building/for-sale/8520/kuurne/rbw19700,rbw19700,mixed-building,sale,8520,kuurne,209000.0,0,To be renovated,Gas,,13,,E,50.8511467,3.2856966,0,2,4,3,2,1,3,1,,0,0,,1,,1,,no flooding area,3100.0,2900.0,5400.0,101.0,,,106.0,494.0,351.0,351.0,215.0,603.0,321.0,778.0,86.0,474.0,86.0,"Dit te renoveren handelspand met woonst is gelegen in het centrum van Kuurne, op een commerciële ligging. Een ideale opportuniteit voor mensen die wonen en werken willen combineren. Het gelijkvloers omvat een handelspand met winkelruimte, bureau, toilet, en een keukentje met aanpalende grote eetruimte. Er zijn twee ruime kelders. Op de 1ste verdieping bevindt zich een grote, lichtrijke leefruimte met zit- en eethoek, evenals een ruime keuken met eetgedeelte die uitgeeft op een zonnig terras. De badkamerruimte is voorzien van alle aansluitingen en kan nog volledig naar eigen smaak worden ingericht. De 2de verdieping telt twee slaapkamers en een aparte toiletruimte. Op de derde verdieping bevindt zich de master bedroom met inbouwkasten. Op 100 meter bestaat de mogelijkheid om een garage bij aan te kopen (niet inbegrepen in de prijs).
Extra troeven:
dubbele beglazing
rolluiken
elektrische zonnescreens
mogelijkheid tot aankoop garage op 100m
uiterst centrale ligging met veel passage
Deze woning is te koop ZONDER makelaar via Smart Houses. Inlichtingen of een bezoek? Contacteer rechtstreeks de eigenaar via
Contact
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/residence/for-sale/8540/deerlijk/rbw19696,rbw19696,residence,sale,8540,deerlijk,579616.0,0,Excellent,,,,,,50.8486528,3.3813676,0,3,,3,1,,,,,0,,1,,,,,(information not available),2500.0,2600.0,1300.0,626.0,,,2000.0,2000.0,347.0,347.0,347.0,347.0,5600.0,6300.0,460.0,460.0,460.0,".
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/residence/for-sale/8840/westrozebeke/rbw19695,rbw19695,residence,sale,8840,westrozebeke,699000.0,0,,Not specified,South-west,644,1992,C,50.9302339,3.0149938,,4,,5,2,,3,,,0,0,,1,,,,no flooding area,9400.0,10600.0,10300.0,266.0,,,496.0,496.0,571.0,686.0,559.0,1500.0,8100.0,9200.0,3600.0,3600.0,3000.0,"- Villa on a large corner plot (2,510 m²) - Entrance hall with cloakroom and separate toilet - Spacious living room with parquet floor and cozy gas fireplace - Central gas heating throughout, pellet stove in the dining area/kitchen - Equipped kitchen with natural stone floor - 1 ground floor bedroom - 4 bedrooms on the first floor, with parquet floor - Full attic - Bathroom on the ground floor with bathtub, walk-in shower and sink - Bathroom on the first floor with shower, sink and toilet - Well-maintained garden with natural stone terrace, pond and brick barbecue - Spacious double garage with electric gate - Carport for 3 cars - Dry cellar - EPC: 278 kWh/m²/year, label C (no renovation obligation), UC: 3891528 - 2 rainwater tanks of 10,000 liters each - Alarm system - Asking price: €699,000
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/master-house/for-sale/8500/kortrijk/rbw19694,rbw19694,master-house,sale,8500,kortrijk,469000.0,0,,Fuel oil,South,342,1898,C,50.8235445,3.2641679,,2,4,5,,,,,,0,0,,1,,,,no flooding area,309.0,1000.0,1600.0,5.0,,,481.0,1200.0,598.0,1200.0,598.0,1200.0,598.0,1200.0,310.0,313.0,310.0,"- Mansion with grandeur: lots of authentic elements and high ceilings - Prime location in the center of Kortrijk: Minister Tacklaan 39 - Spacious entrance hall with separate toilet - Bright living room with sitting area and dining area - Practical kitchen - Office - Nice, south-facing city garden with terrace and garden shed - 2 bedrooms with sink on the first floor - Bathroom with shower/bath and sink - 3 bedrooms on the second floor - Spacious, open attic with potential for 2 additional bedrooms - Property is fully basemented (full, dry cellar) - Underground garage in the adjacent building included - EPC: 237 kWh/m²/year, label C (no renovation obligation) UC: 3535811 - Central heating throughout - Asbestos safe - Rainwater tank - Asking price: €469,000
Show all
Show less"
west-flanders,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8930/rekkem/vbe34780,vbe34780,apartment,sale,8930,rekkem,235000.0,1,New,,,14,2025,A,50.7849727,3.1624143,0,,,2,1,1,1,1,,1,1,1,,,1,,(information not available),4300.0,4300.0,2800.0,9.0,,,421.0,417.0,222.0,218.0,222.0,218.0,3600.0,3800.0,1900.0,2100.0,1700.0,"Appartement neuf économe en énergie avec 2 chambres et terrasse ensoleillée au cœur de Rekkem
Dans la résidence élégante “Residentie Marcel”, nous retrouvons ce magnifique appartement neuf au rez-de-chaussée, où confort, efficacité énergétique et emplacement central se rencontrent parfaitement.
Via le hall d’entrée avec toilette invités séparée, on accède à un séjour lumineux. Grâce à la grande baie vitrée coulissante, vous profitez d’une belle luminosité naturelle tout au long de la journée. La cuisine ouverte, entièrement équipée, s’intègre harmonieusement à l’espace de vie et constitue le cœur chaleureux de l’appartement.
L’appartement dispose également d’un débarras pratique, de deux véritables chambres ainsi que d’une salle de bains moderne équipée d’un meuble lavabo et d’une spacieuse douche à l’italienne.
Depuis le séjour, vous accédez directement à la grande terrasse orientée plein ouest, idéale pour profiter du soleil du soir et d’une belle vue sur la verdure environnante.
Atouts supplémentaires :
Construction neuve économe en énergie avec un niveau E de 23
Chauffage et rafraîchissement via une pompe à chaleur avec chauffage par le sol
1 panneau solaire individuel par appartement
Appartement entièrement peint et prêt à emménager
Finitions de qualité réalisées par un entrepreneur local expérimenté
Possibilité d’achat à 6% de TVA (sous conditions)
Carport optionnel disponible au prix de 17.500 €
La situation est un véritable atout : en plein centre de Rekkem, à distance de marche des commerces, restaurants, transports en commun et autres commodités. En face de la résidence, un grand parking public est également disponible à côté de l’église, offrant un confort supplémentaire pour les visiteurs.
Vous recherchez un appartement neuf, confortable, économe en énergie et sans souci dans un emplacement central ? Cet appartement dans la résidence Marcel mérite certainement une visite !
Show all
Show less"
west-flanders,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8930/rekkem/vbe34779,vbe34779,apartment,sale,8930,rekkem,215000.0,1,New,,,15,2025,A,50.7849727,3.1624143,0,,,1,1,1,1,1,,1,1,1,,,1,,(information not available),4300.0,4300.0,2800.0,9.0,,,421.0,417.0,222.0,218.0,222.0,218.0,3600.0,3800.0,1900.0,2100.0,1700.0,"Appartement neuf économe en énergie avec 1 chambre et terrasse ensoleillée au cœur de Rekkem
Dans la résidence élégante “Residentie Marcel”, nous retrouvons ce magnifique appartement neuf au rez-de-chaussée, où confort, efficacité énergétique et emplacement central se rencontrent parfaitement.
Via le hall d’entrée avec toilette invités séparée, on accède à un séjour lumineux. Grâce à la grande baie vitrée coulissante, vous profitez d’une belle luminosité naturelle tout au long de la journée. La cuisine ouverte, entièrement équipée, s’intègre harmonieusement à l’espace de vie et constitue le cœur chaleureux de l’appartement.
L’appartement dispose également d’un débarras pratique, d’une chambre spacieuse ainsi que d’une salle de bains moderne équipée d’un meuble lavabo et d’une douche à l’italienne.
Depuis le séjour, vous accédez directement à la grande terrasse orientée plein ouest, idéale pour profiter du soleil du soir et d’une belle vue sur la verdure environnante.
Atouts supplémentaires :
Construction neuve économe en énergie avec un niveau E de 23
Chauffage et rafraîchissement via une pompe à chaleur avec chauffage par le sol
1 panneau solaire individuel par appartement
Appartement entièrement peint et prêt à emménager
Finitions de qualité réalisées par un entrepreneur local expérimenté
Possibilité d’achat à 6% de TVA (sous conditions)
Carport optionnel disponible au prix de 17.500 €
La situation est un véritable atout : en plein centre de Rekkem, à distance de marche des commerces, restaurants, transports en commun et autres commodités. En face de la résidence, un grand parking public est également disponible à côté de l’église, offrant un confort supplémentaire pour les visiteurs.
Vous recherchez un appartement neuf, confortable, économe en énergie et sans souci dans un emplacement central ? Ce 1 chambre dans la résidence Marcel mérite certainement une visite !
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/residence/for-sale/8554/sint-denijs/rbw19674,rbw19674,residence,sale,8554,sint-denijs,350000.0,,Normal,,,900,,D,50.7534915,3.370096,,4,1,3,1,,,,,,,,,,,,no flooding area,11800.0,13600.0,8000.0,334.0,,,3600.0,4700.0,592.0,771.0,592.0,771.0,6200.0,7200.0,634.0,652.0,519.0,"G score: A P score: A
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/residence/for-sale/8840/staden/rbw19615,rbw19615,residence,sale,8840,staden,275000.0,0,Fully renovated,Gas,West,14,,B,50.9288715,3.0121862,0,2,2,3,1,,2,1,0,0,0,1,,,0,1,no flooding area,9700.0,11000.0,10000.0,61.0,,,704.0,783.0,528.0,528.0,507.0,1300.0,8200.0,9600.0,3800.0,3900.0,3300.0,"Deze instapklare woning werd in 2019 volledig energetisch gerenoveerd en combineert hedendaags wooncomfort met een praktische indeling en een energiezuinig karakter (E-peil 67). De woning bestaat uit de inkomhal met gastentoilet, praktische berging/wasplaats, ruime leefruimte met openkeuken en eethoek, via de schuifdeur betreed je de gezellig tuin met terras. Op de eerste verdieping bevindt zich een eerste volwaardige slaapkamer, evenals een extra ruimte die perfect kan dienen als dressing of wasplaats. De stijlvolle badkamer is uitgerust met een inloopdouche, ligbad, dubbele lavabo en toilet. De zolderverdieping herbergt nog twee extra slaapkamers en biedt bovendien toegang tot een praktische bergzolder.
Troeven:
Volledig energetisch gerenoveerd in 2019
Energiezuinig met E-peil 67
Vloerverwarming op het gelijkvloers
Conforme elektrische keuring
3 volwaardige slaapkamers
Gezellig terras met tuin
Gelegen in het aangename Westrozebeke
Deze woning is te koop ZONDER makelaar via het concept van Smart Houses! Verdere inlichtingen of bezoek? Contacteer rechtstreeks de eigenaar via
Tel
0498/75.27.71
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbw19614,rbw19614,residence,sale,8800,roeselare,355000.0,0,Excellent,Gas,South-east,15,1959,A,50.9388428,3.1273959,0,2,2,4,1,,2,1,0,0,0,1,1,,0,,possible flooding area,1300.0,1400.0,3800.0,324.0,,,306.0,306.0,365.0,669.0,365.0,669.0,448.0,752.0,410.0,410.0,410.0,"Energiezuinige en volledig gerenoveerde woning op een interessante locatie nabij het centrum, bestaande uit een ruime inkomhal met was-/bergplaats, een ruime dubbele garage met doorgang naar de onderhoudsvriendelijke tuin met groot terras. Op het eerste verdiep bevinden zich een hal met afzonderlijk toilet, een gezellige en lichtrijke leefruimte met eet- en zithoek, zonnescreen en inbouwhaard op hout, een volledig uitgeruste keuken met eetplaats en een leuk terras met toegang tot de tuin.
Het tweede verdiep beschikt over een hal met afzonderlijk toilet, 2 volwaardige slaapkamers, een bureel/opbergruimte, een ruime ingerichte badkamer (ligbad, dubbele lavabo, inloopdouche en ingemaakte kasten) en een vaste trap naar het derde verdiep.
Het derde verdiep is afgewerkt met een master bedroom voorzien van ingemaakte kasten, extra zolderruimte en een aparte bergruimte. De woning beschikt over 4 slaapkamers en is volledig voorzien van isolerend glas en isolerende buitendeuren.
Extra troeven:
Energiezuinig
Zonnepanelen
Conforme keuring elektriciteit
Elektrische zonnescreens en rolluiken
Waterverzachter
Regenwaterput
Droge kelder
Volledig voorzien van isolerend glas en isolerende buitendeuren
Ruime dubbele garage
Laadpaal
Op een boogscheut van scholen, winkels, openbaar vervoer en het centrum
Instapklaar
Deze woning is te koop ZONDER makelaar via het concept van Smart Houses! Verdere inlichtingen of bezoek? Contacteer rechtstreeks de eigenaar via
Tel
+32479713396
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbw19613,rbw19613,residence,sale,8870,izegem,219500.0,0,Excellent,Gas,West,16,,C,50.9070105,3.2128196,0,3,1,2,1,,2,1,0,0,0,1,,,0,,no flooding area,2200.0,3400.0,2900.0,611.0,,,1000.0,1100.0,1400.0,1600.0,980.0,1000.0,980.0,1000.0,755.0,946.0,623.0,"Energiezuinige woning op een centrale locatie bestaande uit een inkomhal met gastentoilet, lichtrijke leefruimte met eet-en zithoek, uitgeruste open keuken met aanpalende berging, was/bergplaats, 2 ruime slaapkamers, ingerichte badkamer (ligbad met douchemogelijkheid en lavabomeubel) en een onderhoudsvriendelijke (omheinde) tuin met aangelegde zonneterrassen en tuinberging.
Extra troeven:
Energiezuinig
Voorzien van 9 zonnepanelen
Conforme keuring elektriciteit
Vernieuwd dak in 2020
Parkeergelegenheid voor de woning
Vlotte verbinding naar scholen, winkels, openbaar vervoer en belangrijke in-en uitvalswegen
Instapklaar
Deze woning is te koop ZONDER makelaar via het concept van Smart Houses! Wenst u verdere inlichtingen of bezoek? Contacteer rechtstreeks de eigenaar via
Tel
0473/64.94.51
Show all
Show less"
west-flanders,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rwc42787,rwc42787,apartment,sale,8620,nieuwpoort,415000.0,1,Excellent,Gas,,13,2020,A+,51.1320947,2.7486472,,2,,2,1,,,1,,1,1,,,,,,no flooding area,9600.0,10500.0,2500.0,176.0,427.0,,581.0,645.0,665.0,707.0,665.0,683.0,512.0,554.0,242.0,264.0,242.0,"NIEUWBOUWAPPARTEMENT (6%) in kleinschalige Residentie in Nieuwpoort
Dit nieuwbouw hoekappartement is gelegen op de kruising van de Langestraat en de Kokstraat in het centrum van Nieuwpoort-Stad, op wandelafstand van winkels, horeca en met een vlotte verbinding naar invalswegen en Nieuwpoort-Bad.
Het appartement werd gerealiseerd met hoogwaardige materialen en met bijzondere aandacht voor energiezuinigheid en hedendaags wooncomfort. Zo wordt het appartement afgewerkt met parketvloeren en natuursteen, terwijl ook de keuken en het vaste meubilair volledig op maat worden vervaardigd. Technisch is het appartement uitgerust met hoogrendementsglas, een ventilatiesysteem D en centrale verwarming op aardgas met hoogrendementsketel, wat resulteert in een gunstig E-peil van 35.
Via de centrale hal zijn alle ruimtes vlot bereikbaar. De lichtrijke leefruimte geniet dankzij haar hoekligging van een aangename lichtinval en is voorzien van een stijlvolle bio-ethanolhaard, die zorgt voor extra sfeer en gezelligheid. Aansluitend bevindt zich de open maatkeuken met eiland, hypergeïnstalleerd met toestellen van AEG.
Verder beschikt het appartement over een praktische berging, een apart gastentoilet en een badkamer uitgerust met een inloopdouche en dubbele wastafel. Daarnaast zijn er twee volwaardige slaapkamers aanwezig. In één van de slaapkamers is bovendien ruimte voorzien voor het realiseren van een op maat gemaakte dressing, waardoor extra comfort en opbergruimte kunnen worden gecreëerd.
Het zonnige terras is rechtstreeks toegankelijk vanuit de leefruimte via een groot schuifraam, waardoor binnen- en buitenruimte naadloos in elkaar overvloeien en u optimaal kunt genieten van het buitengevoel.
Binnen het project zijn er twee inpandige staanplaatsen te koop, waarbij elk appartement de mogelijkheid heeft om deze aan te kopen — op is op.
Een bijzonder interessante troef is het verlaagde BTW-tarief van 6% dat op deze nieuwbouw van toepassing kan zijn voor kopers die voldoen aan de wettelijke voorwaarden. Hierdoor geniet u van een aanzienlijk fiscaal voordeel ten opzichte van het klassieke BTW-tarief van 21%.
Een energiezuinig nieuwbouwappartement met hoogwaardige afwerking, een doordachte indeling en een uitstekende ligging in het hart van Nieuwpoort, ideaal als vaste woonst, tweede verblijf of rendabele investering aan de kust.
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/residence/for-sale/8670/oostduinkerke/rbw19498,rbw19498,residence,sale,8670,oostduinkerke,349000.0,0,Fully renovated,Gas,,65,1984,F,51.1304138,2.7131011,1,,,3,1,,,,0,0,0,,,,0,,no flooding area,8500.0,9000.0,3800.0,537.0,1700.0,,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,1200.0,1700.0,3000.0,3200.0,2000.0,"For sale: detached house in Oostduinkerke, located in a holiday park with water views.
Built in 1984, this home offers a peaceful setting surrounded by greenery, perfect for enjoying the coast and nature. The detached layout provides plenty of privacy and natural light. With three bedrooms and a practical floor plan, it’s ideal as a family home or holiday retreat. The location within a holiday park and the water view make this a rare opportunity.
Main rooms:
• Living room with large windows and scenic views
• Kitchen with basic amenities
• Three bedrooms, suitable for family or guests
• Bathroom with shower
• Storage room
• Toilet
• Parking space for your car
Highlights:
• Quiet location in holiday park
• Water view
• Detached layout with abundant light
Contact your ERA agent today to arrange a viewing.
YOUR DREAM HOUSE. FOUND!
Show all
Show less"
west-flanders,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8600/diksmuide/rbw19487,rbw19487,apartment,sale,8600,diksmuide,335000.0,1,,Gas,South,91,2023,A,51.0326512,2.8720877,,,,2,1,,1,1,,1,1,,1,,,,no flooding area,513.0,513.0,,8.0,,,1100.0,1200.0,1200.0,1300.0,1200.0,1300.0,1200.0,1300.0,49.0,49.0,49.0,"Ontdek dit instapklare en energiezuinige appartement gelegen te Diksmuide. Dit recent gebouwde appartement (2023) combineert hedendaags wooncomfort met een kwalitatieve afwerking en een gunstige ligging. Het appartement bevindt zich in een jonge residentie en geniet van een moderne indeling met veel natuurlijke lichtinval. U komt binnen via de inkomhal die toegang biedt tot de lichtrijke leefruimte met open, volledig ingerichte keuken. De leefruimte sluit mooi aan op het terras, waar het aangenaam vertoeven is. Verder beschikt het appartement over twee comfortabele slaapkamers, een hedendaagse badkamer en een praktische berging. Dankzij de recente bouw voldoet het pand aan de huidige energienormen, wat resulteert in een energiezuinig en toekomstgericht woonaanbod. Daarnaast hoort er een afgesloten garage bij het appartement (€25.000 – verplicht aan te kopen). De ligging langs de Esenweg vormt een extra troef: vlotte verbinding naar het centrum van Diksmuide, nabij winkels, scholen en belangrijke invalswegen. Troeven ✔ Bouwjaar 2023 ✔ Energiezuinig appartement ✔ Moderne residentie ✔ Terras aanwezig ✔ Vlotte bereikbaarheid ✔ Garage ✔ Prachtig uitzicht uit de woonkamer op de ijzertoren. ✔ Verkoop onder registratierechten Ideaal als eigen woonst, tweede verblijf of investering. 📩 Interesse? Contacteer ons voor meer informatie of een bezoek ter plaatse.
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
west-flanders,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8470/gistel/rbw19485,rbw19485,apartment,sale,8470,gistel,220000.0,1,,Gas,South,83,2009,B,51.1369807,2.9199196,,,,2,1,,1,,,1,1,,1,,,,no flooding area,,,5100.0,104.0,,,337.0,337.0,148.0,148.0,148.0,148.0,4000.0,4000.0,2800.0,2800.0,0.0,"Op zoek naar een geïnstalleerd en lichtrijk appartement op een vlotte ligging? Dan is dit instapklare appartement, met verzichten, in Gistel precies wat u zoekt. Toegankelijk via een lift. Het appartement omvat een inkomhal, lichtrijke woonkamer, open en volledig geïnstalleerde keuken, praktische berging en een terras met zonnewering. Verder beschikt het over een nachthal, apart toilet, ruime badkamer en twee volwaardige slaapkamers. Troeven? ✔ Geen syndicus (lage kosten) (op termijn kan dit mogelijks veranderen) ✔ Kleinschalige residentie ✔ Energiezuinig - label B ✔ Asbestveilig ✔ Mogelijkheid tot aankopen garage €20.000,00 ✔ Volledig geschilderd en instapklaar ✔ Gunstige ligging nabij centrum en verbindingswegen Ideaal als eerste woonst, investering of voor wie comfortabel wil wonen. Wenst u een bezoek ter plaatse? Contacteer ons en plan uw bezoek in.
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
west-flanders,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8791/beveren-leie/rbw19483,rbw19483,apartment,sale,8791,beveren-leie,212000.0,1,,Gas,,66,2019,A,50.8718133,3.3417152,,,3,1,1,,1,1,,1,0,,,,,,no flooding area,2800.0,2900.0,6500.0,392.0,,,164.0,243.0,160.0,381.0,160.0,381.0,2900.0,3200.0,2100.0,2100.0,1600.0,"Dit instapklaar, recent appartement (2019) is gelegen langs de Kortrijkseweg in Beveren-Leie, een vlot bereikbare locatie nabij het centrum van Waregem. Winkels, openbaar vervoer, scholen en verbindingswegen bevinden zich in de onmiddellijke omgeving, wat zorgt voor een uitstekende combinatie van bereikbaarheid en comfort. Het appartement heeft een totale oppervlakte van 69 m² (waarvan 66,50 m² bewoonbaar en 2,50 m² terras). PLUSPUNTEN: * Bouwjaar 2019 | Perfect instapklaar * Investeringseigendom | Starterswoonst * Conforme elektriciteit tot 2044 * Energiezuinig met A-label * Asbestvrij * Lift aanwezig INTERIEUR: U betreedt de residentie via de gemeenschappelijke inkomhal. Het appartement bevindt zich op de eerste verdieping. Bereikbaar via trap én lift. Bij het betreden van het appartement komt u in de inkomhal met apart toilet (met handwasser). De lichtrijke leefruimte sluit naadloos aan op de open keuken (koelkast - oven - keramische kookplaat - dampkap - spoelbak - vaatwasser), wat zorgt voor een aangename en open woonbeleving. Aansluitend bevindt zich een praktische berging. De slaapkamer heeft een oppervlakte van 11,19 m² en biedt voldoende ruimte voor een comfortabel slaapgedeelte. De badkamer (5,85 m²) is functioneel ingericht en voorzien van alle nodige comfort (inloopdouche met lavabo en meubel). EXTERIEUR: Het appartement beschikt over een gezellig terras van 2,5 m². Daarnaast is er een gemeenschappelijke berging op het gelijkvloers, wat extra praktische opbergruimte biedt. Mogelijkheid tot aankoop autostaanplaats voor 10.000 € (incl. fietsenbox)
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/residence/for-sale/8710/wielsbeke/rbw19481,rbw19481,residence,sale,8710,wielsbeke,399000.0,0,,Not specified,North,229,,,50.8955967,3.3353271,,2,2,3,1,,2,1,,0,0,,1,,,,no flooding area,5800.0,6400.0,10700.0,293.0,,,355.0,360.0,555.0,767.0,555.0,767.0,5900.0,7400.0,553.0,557.0,553.0,"- Ready-to-move-in house at Oostrozebeeksestraat 52 in Wielsbeke - Bright living space with beautiful open kitchen - Convenient storage room - Garden with large terrace - Integrated garage - 3 bedrooms - Large attic with fixed staircase (possibility of 4th bedroom) - Bathroom with bathtub, walk-in shower, and double sink vanity - 2 toilets - Underfloor heating and heat pump/air conditioning - Solar panels - 10,000 liter rainwater tank - Fully painted house - Nearly energy-neutral - Asking price: € 399,000
Show all
Show less"
west-flanders,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8660/de-panne/rbw19478,rbw19478,apartment,sale,8660,de-panne,119000.0,1,To be renovated,Not specified,,8,1979,C,51.10168,2.58765,,,5,1,1,,,1,,1,,,,,1,,(information not available),3200.0,3700.0,4700.0,131.0,131.0,,746.0,927.0,733.0,929.0,733.0,929.0,796.0,1000.0,456.0,571.0,456.0,"Faire offre à partir de 119.000€ (sous réserve d'acceptation du propriétaire). LA PANNE - APPARTEMENT A RENOVER AVEC 1 CHAMBRE + TERRASSE - A PROXIMITE IMMEDIATE DE LA PLAGE Au 1er étage de cette copropriété, nous vous proposons à la vente, cet appartement composé de : Un Hall d'entrée, un lumineux séjour avec une cuisine ouverte, une chambre, une salle de bain avec WC, une cave & une terrasse. DIVERS : Double vitrage en aluminium partout, chauffage électrique, parlophonie - IDEAL COMME INVESTISSEMENT. Actuellement loué : 565€/mois. PEB :20211218-0002512698-RES-1 - Score : 277 kWh/(m².an) - Label : C A proximité de la digue et du centre et des commodités. !! INFOS et VISITES avec votre agence immobilière HY Immo. Contactez Julien par téléphone au
Tel
0491/59.85.01
ou par mail :
Contact
!! Prenez contact avec nous pour une estimation offerte et professionnelle de votre bien.
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
west-flanders,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/sint-idesbald/rbw19476,rbw19476,apartment,sale,8670,sint-idesbald,310000.0,1,Fully renovated,,,,1975,C,51.1109558,2.6097748,,,7,1,1,,,1,,1,,,,,,,no flooding area,4800.0,5400.0,6300.0,589.0,276.0,,2200.0,3100.0,2200.0,3100.0,2200.0,2400.0,2600.0,2700.0,262.0,294.0,262.0,"Bel appartement avec vue mer latérale et situé au centre de Saint-Idesbald, à qq minutes du KYC.  L'appartement comprend: entrée, wc, SDB avec baignoire et lavabo, living et salle à manger ensoleillés, grande chambre avec placards, cuisine équipée avec terrasse ensoleillée, buanderie.  Cave commune à vélos.  Réf. La Croisette.
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
west-flanders,Apartment,https://immovlan.be/en/detail/apartment/for-sale/8670/sint-idesbald/rbw19475,rbw19475,apartment,sale,8670,sint-idesbald,650000.0,1,Fully renovated,,,87,1995,B,51.1143642,2.6184365,,,6,2,2,,1,1,,1,,,,,,,no flooding area,5100.0,6200.0,7200.0,452.0,526.0,,1800.0,2300.0,1800.0,2200.0,1800.0,2200.0,3100.0,3700.0,862.0,955.0,696.0,"Magnifique appartement rénové situé sur la digue de Sint-Idesbald. L'appartement a été aménagé avec des matériaux de qualité et un grand souci du détail. Chaque chambre dispose de sa propre salle de bains, ce qui garantit un confort et une intimité optimaux. À l'avant, vous trouverez une agréable terrasse offrant une vue magnifique. De plus, vous disposez d'une cave privée au rez-de-chaussée.  Possibilité d'acquérir les meubles (16.500 euro).  Réf. Duinroos  0502
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
west-flanders,House,https://immovlan.be/en/detail/residence/for-sale/8310/sint-kruis/rbw19465,rbw19465,residence,sale,8310,sint-kruis,338000.0,,,,,170,1964,C,51.2052354,3.2541163,,2,,3,1,,1,,,,,1,1,,,,no flooding area,3100.0,4500.0,8100.0,25.0,,,1100.0,1100.0,166.0,161.0,166.0,161.0,605.0,605.0,564.0,564.0,509.0,"Deze DEGEIJKE en LICHTRIJKE bel-etagewoning situeert zich nabij het VELTEMBOS, een ABSOLUTE TOPLIGGING! Deze woning werd in 1964 opgericht met AANDACHT voor DEGELIJKHEID o.m. betonnen gewelven, spouwmuren, grote glaspartijen, ... De aanwezigheid van een ZEER RUIME (dubbele in diepte) GARAGE is hier een GROTE TROEF!Op het gelijkvloers heeft u een inkomhal en een L-vormige (dubbele in diepte) garage met sanitaire voorzieningen. Op de eerste verdieping heeft u een gastentoilet, zeer ruime leefruimte met mooie zithoek en eetplaats, een afzonderlijke ingerichte keuken met aansluitend terras voorzien van buitentrap. Op de tweede verdieping heeft u de nachthal, 2 ruime en 1 kleinere kamer en de badkamer. Via een zolderluik is de bergzolder bereikbaar!UW BEZOEK WAARD!Stedenbouwkundige inlichtingen in aanvraag.
* Sorry we haven’t received any English translation for this text.
Show all
Show less"
